Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
Others,Airlines,Online,Others,3,Others,18.0,6.3,54,0
Others,Airlines,Online,Others,7,SINGAPORE,2.51,0.7,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,55,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,34,Others,67.0,0.0,23,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,37,Others,112.0,0.0,52,0
C2B,Airlines,Online,Bronze Plan,174,SINGAPORE,107.0,26.75,29,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,4,Others,37.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,48,Others,20.0,0.0,50,0
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,23.0,5.75,30,0
Others,Travel Agency,Online,Others,32,Others,72.0,27.36,48,0
EPX,Travel Agency,Online,Others,59,Others,80.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,SINGAPORE,0.0,29.7,43,0
EPX,Travel Agency,Online,Others,11,Others,32.0,0.0,36,0
Others,Airlines,Online,Others,51,Others,40.0,14.0,25,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,53,Others,102.0,0.0,36,0
EPX,Travel Agency,Online,Others,19,Others,27.0,0.0,36,0
C2B,Airlines,Online,Silver Plan,28,SINGAPORE,22.2,5.55,53,0
C2B,Airlines,Online,Bronze Plan,61,SINGAPORE,23.5,5.88,69,0
Others,Airlines,Online,Others,34,SINGAPORE,40.44,11.34,48,0
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,57.0,14.25,60,0
EPX,Travel Agency,Online,Others,5,Others,10.0,0.0,30,0
EPX,Travel Agency,Online,Others,30,Others,10.0,0.0,30,0
Others,Airlines,Online,Others,6,Others,6.2,2.17,48,0
EPX,Travel Agency,Online,Others,4,Others,16.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,Others,0.0,47.52,31,0
EPX,Travel Agency,Online,Others,11,Others,10.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,18,Others,20.0,0.0,36,0
Others,Airlines,Online,Others,23,Others,22.0,7.7,21,0
EPX,Travel Agency,Online,Others,38,Others,11.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,70,Others,0.0,47.52,34,0
EPX,Travel Agency,Online,Others,10,SINGAPORE,20.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,46,Others,20.0,0.0,69,0
EPX,Travel Agency,Online,Others,5,Others,14.0,0.0,42,0
EPX,Travel Agency,Online,Others,87,Others,64.0,0.0,25,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,90,Others,63.0,0.0,36,0
Others,Airlines,Online,Others,70,Others,35.0,12.25,21,0
EPX,Travel Agency,Online,Others,31,Others,16.0,0.0,36,0
EPX,Travel Agency,Online,Others,19,Others,15.0,0.0,41,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,74,Others,104.0,0.0,56,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,9,Others,20.0,0.0,36,0
Others,Airlines,Online,Others,5,Others,22.0,7.7,43,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,36,Others,20.0,0.0,34,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,Others,49.5,29.7,46,0
EPX,Travel Agency,Online,Others,12,Others,12.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,4,Others,20.0,0.0,36,0
Others,Airlines,Online,Others,45,Others,124.0,49.6,118,0
C2B,Airlines,Online,Silver Plan,29,SINGAPORE,33.5,8.38,75,0
EPX,Travel Agency,Online,Others,31,Others,20.0,0.0,32,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,61,Others,29.7,17.82,40,0
Others,Airlines,Online,Others,19,Others,22.0,7.7,36,0
EPX,Travel Agency,Online,Others,52,Others,44.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,42,Others,112.0,0.0,54,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,40,SINGAPORE,33.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,110,Others,39.6,23.76,32,0
Others,Airlines,Online,Others,46,Others,26.0,9.1,53,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,89,Others,99.0,0.0,42,0
EPX,Travel Agency,Online,Others,13,Others,45.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,10,Others,20.0,0.0,48,0
EPX,Travel Agency,Online,Others,14,Others,37.0,0.0,36,0
Others,Airlines,Online,Others,2,Others,31.0,12.4,118,0
Others,Travel Agency,Offline,Others,7,Others,30.0,10.5,22,0
Others,Airlines,Online,Others,58,Others,42.0,14.7,40,0
C2B,Airlines,Online,Others,13,SINGAPORE,105.6,26.4,30,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,17,Others,28.0,0.0,32,0
Others,Airlines,Online,Others,13,Others,18.0,6.3,59,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,Others,29.7,17.82,61,0
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,17.0,4.25,44,0
EPX,Travel Agency,Online,Others,19,Others,20.0,0.0,36,0
Others,Airlines,Online,Others,6,Others,18.0,6.3,63,0
EPX,Travel Agency,Online,Others,14,Others,17.0,0.0,35,0
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,13.5,3.38,27,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,18,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,107,Others,32.0,0.0,36,0
EPX,Travel Agency,Online,Others,1,Others,10.0,0.0,36,0
EPX,Travel Agency,Online,Others,6,SINGAPORE,20.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,32,Others,78.0,0.0,36,0
C2B,Airlines,Online,Silver Plan,12,SINGAPORE,62.0,15.5,40,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,73,Others,40.0,0.0,36,0
EPX,Travel Agency,Online,Others,78,Others,10.0,0.0,22,0
EPX,Travel Agency,Offline,2 way Comprehensive Plan,4,Others,29.0,0.0,118,0
EPX,Travel Agency,Online,Others,24,Others,19.0,0.0,39,0
C2B,Airlines,Online,Bronze Plan,33,SINGAPORE,16.0,4.0,53,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,15,Others,35.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,Others,39.6,23.76,51,0
EPX,Travel Agency,Online,Others,14,Others,38.0,0.0,28,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,47,Others,0.0,29.7,34,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,40,Others,38.0,0.0,68,0
EPX,Travel Agency,Online,Others,10,Others,0.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,17.0,4.25,39,0
Others,Airlines,Online,Others,46,Others,22.0,7.7,27,0
EPX,Travel Agency,Online,Others,20,Others,17.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,31,SINGAPORE,112.0,0.0,46,0
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,39.0,9.75,39,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,74,Others,112.0,0.0,42,0
EPX,Travel Agency,Online,Others,5,Others,10.0,0.0,36,0
EPX,Travel Agency,Online,Others,19,Others,67.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,17,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,104,Others,53.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,11,Others,112.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,102,SINGAPORE,29.5,7.38,79,0
EPX,Travel Agency,Online,Others,15,SINGAPORE,11.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,115,Others,79.2,47.52,31,0
EPX,Travel Agency,Online,Others,18,Others,26.0,0.0,43,0
EPX,Travel Agency,Online,Others,20,Others,14.0,0.0,36,0
EPX,Travel Agency,Online,Others,17,Others,59.0,0.0,40,0
EPX,Travel Agency,Offline,2 way Comprehensive Plan,10,Others,20.0,0.0,38,0
Others,Airlines,Online,Others,37,SINGAPORE,3.03,0.85,48,0
EPX,Travel Agency,Online,Others,10,Others,15.0,0.0,25,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,Others,19.8,11.88,51,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,33,Others,9.9,5.94,28,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,40,Others,69.3,41.58,56,0
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,33.5,8.38,30,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,58,Others,128.7,77.22,38,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,32,Others,89.1,53.46,43,0
EPX,Travel Agency,Online,Others,10,Others,59.0,0.0,37,0
EPX,Travel Agency,Online,Others,136,Others,61.0,0.0,36,0
EPX,Travel Agency,Online,Others,5,SINGAPORE,11.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,30.55,7.64,25,0
EPX,Travel Agency,Online,Others,5,SINGAPORE,20.0,0.0,35,0
Others,Travel Agency,Online,Others,14,Others,58.0,22.04,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,9,Others,35.0,0.0,36,0
EPX,Travel Agency,Online,Others,9,Others,10.0,0.0,28,0
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,21.0,5.25,21,0
Others,Travel Agency,Online,Others,21,Others,93.0,35.34,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,11,Others,37.0,0.0,41,0
EPX,Travel Agency,Offline,2 way Comprehensive Plan,12,Others,20.0,0.0,118,0
EPX,Travel Agency,Online,Others,1,Others,46.0,0.0,35,0
EPX,Travel Agency,Online,Others,4,Others,10.0,0.0,30,0
C2B,Airlines,Online,Others,365,SINGAPORE,389.35,97.34,69,0
Others,Airlines,Online,Others,16,Others,23.0,9.2,51,0
Others,Airlines,Online,Others,11,Others,0.0,9.1,65,0
EPX,Travel Agency,Online,Others,26,Others,10.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,2,SINGAPORE,27.0,6.75,32,0
EPX,Travel Agency,Online,Others,28,SINGAPORE,80.0,0.0,23,0
EPX,Travel Agency,Online,Others,47,Others,10.0,0.0,36,0
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,161.0,40.25,25,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,63,Others,20.0,0.0,36,0
Others,Airlines,Online,Others,6,Others,0.0,7.7,27,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,24,Others,54.0,0.0,36,0
EPX,Travel Agency,Online,Others,41,SINGAPORE,23.0,0.0,36,0
EPX,Travel Agency,Online,Others,4,Others,11.0,0.0,28,0
EPX,Travel Agency,Online,Others,5,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,34,Others,10.0,0.0,40,0
EPX,Travel Agency,Online,Others,87,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,24,Others,32.0,0.0,53,0
EPX,Travel Agency,Online,Others,59,Others,80.0,0.0,36,0
C2B,Airlines,Online,Others,7,SINGAPORE,35.1,8.78,28,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,11,Others,41.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,57,Others,109.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,18,Others,22.0,0.0,36,0
Others,Airlines,Online,Others,5,Others,26.0,9.1,32,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,Others,0.0,5.94,26,0
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,62.0,15.5,27,0
EPX,Travel Agency,Online,Others,4,Others,10.0,0.0,42,0
EPX,Travel Agency,Online,Others,13,Others,10.0,0.0,36,0
Others,Airlines,Online,Others,58,Others,26.0,9.1,24,0
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,19.2,4.8,40,0
Others,Airlines,Online,Others,11,SINGAPORE,0.88,0.25,48,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,Others,9.9,5.94,47,1
Others,Airlines,Online,Others,27,Others,95.0,38.0,118,0
Others,Airlines,Online,Others,15,Others,26.0,9.1,45,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,95,Others,112.0,0.0,36,0
EPX,Travel Agency,Online,Others,63,Others,38.0,0.0,54,0
Others,Airlines,Online,Others,77,Others,83.0,29.05,57,0
EPX,Travel Agency,Online,Others,8,Others,61.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,45,Others,69.3,41.58,50,0
EPX,Travel Agency,Online,Others,2,Others,20.0,0.0,36,0
Others,Travel Agency,Online,Others,9,Others,29.0,18.85,84,0
EPX,Travel Agency,Online,Others,16,Others,38.0,0.0,36,0
EPX,Travel Agency,Online,Others,5,Others,30.0,0.0,36,0
C2B,Airlines,Online,Silver Plan,14,SINGAPORE,54.5,13.63,56,0
EPX,Travel Agency,Online,Others,115,Others,16.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,20,Others,20.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,Others,0.0,17.82,37,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19,Others,0.0,29.7,28,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,129,Others,9.9,5.94,32,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,9,Others,43.0,0.0,36,0
C2B,Airlines,Online,Silver Plan,17,SINGAPORE,63.5,15.88,50,0
EPX,Travel Agency,Online,Others,243,Others,80.0,0.0,36,0
Others,Airlines,Online,Others,1,SINGAPORE,0.07,0.02,118,0
Others,Airlines,Online,Others,55,SINGAPORE,3.99,1.12,48,0
EPX,Travel Agency,Online,Others,20,Others,48.0,0.0,36,0
EPX,Travel Agency,Online,Others,9,SINGAPORE,75.0,0.0,36,0
EPX,Travel Agency,Online,Others,13,Others,80.0,0.0,38,0
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,18.0,4.5,31,0
EPX,Travel Agency,Online,Others,10,Others,13.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,16,Others,50.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,13,Others,32.0,0.0,36,0
EPX,Travel Agency,Online,Others,31,Others,34.0,0.0,36,0
C2B,Airlines,Online,Silver Plan,18,SINGAPORE,24.5,6.13,63,0
EPX,Travel Agency,Online,Others,96,Others,0.0,0.0,36,0
Others,Travel Agency,Online,Others,5,Others,29.0,18.85,38,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,148,Others,112.0,0.0,36,0
C2B,Airlines,Online,Silver Plan,7,SINGAPORE,22.5,5.63,33,0
EPX,Travel Agency,Online,Others,3,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,39,Others,25.0,0.0,45,0
EPX,Travel Agency,Online,Others,12,Others,80.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,38,Others,38.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,Others,49.5,29.7,39,0
EPX,Travel Agency,Online,Others,73,Others,12.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,6,Others,58.0,0.0,36,0
EPX,Travel Agency,Online,Others,15,Others,52.0,0.0,36,0
EPX,Travel Agency,Online,Others,74,Others,14.0,0.0,36,0
EPX,Travel Agency,Online,Others,5,Others,43.0,0.0,36,0
Others,Airlines,Online,Others,11,Others,22.0,7.7,49,0
Others,Airlines,Online,Others,36,Others,22.0,7.7,58,0
EPX,Travel Agency,Online,Others,204,Others,10.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,33,SINGAPORE,13.5,3.38,34,0
C2B,Airlines,Online,Bronze Plan,26,SINGAPORE,33.5,8.38,30,0
EPX,Travel Agency,Online,Others,40,Others,43.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,31,Others,25.0,0.0,37,0
EPX,Travel Agency,Online,Others,19,Others,26.0,0.0,36,0
Others,Airlines,Online,Others,52,SINGAPORE,1.67,0.47,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,5,Others,74.0,0.0,28,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,46,SINGAPORE,43.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,16,Others,29.0,0.0,36,0
Others,Airlines,Online,Others,82,Others,96.0,33.6,37,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,235,Others,19.8,11.88,51,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,23,Others,29.7,17.82,48,0
Others,Airlines,Online,Others,8,Others,15.0,6.0,33,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,4,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,9,SINGAPORE,45.0,0.0,36,0
EPX,Travel Agency,Online,Others,33,Others,65.0,0.0,43,0
C2B,Airlines,Online,Bronze Plan,45,SINGAPORE,60.0,15.0,29,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,Others,19.8,11.88,40,0
Others,Travel Agency,Online,Others,16,Others,33.0,12.54,48,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,44,Others,99.0,59.4,40,0
EPX,Travel Agency,Online,Others,12,Others,0.0,0.0,36,0
EPX,Travel Agency,Online,Others,1,Others,20.0,0.0,28,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,8,Others,26.0,0.0,36,0
EPX,Travel Agency,Online,Others,11,Others,24.0,0.0,33,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,34,Others,29.0,0.0,36,0
Others,Travel Agency,Online,Others,57,Others,38.0,14.44,48,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,14,Others,39.6,23.76,25,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,194,Others,26.0,0.0,35,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,12,Others,43.0,0.0,36,0
EPX,Travel Agency,Online,Others,2,Others,10.0,0.0,36,0
EPX,Travel Agency,Online,Others,1,Others,20.0,0.0,36,0
Others,Airlines,Online,Others,57,Others,37.0,12.95,45,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,Others,99.0,59.4,48,0
EPX,Travel Agency,Online,Others,100,Others,57.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,49,Others,20.0,0.0,24,0
EPX,Travel Agency,Online,Others,9,Others,10.0,0.0,35,0
EPX,Travel Agency,Online,Others,113,Others,15.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,80,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,37,SINGAPORE,10.0,0.0,38,0
EPX,Travel Agency,Online,Others,14,Others,76.0,0.0,29,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,16,Others,0.0,23.76,47,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,42,Others,39.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,17,Others,24.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,76,Others,20.0,0.0,36,0
Others,Airlines,Online,Others,141,Others,183.0,64.05,46,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,19,Others,44.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,84,Others,128.7,77.22,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,Others,29.7,17.82,46,0
EPX,Travel Agency,Online,Others,10,Others,17.0,0.0,71,0
EPX,Travel Agency,Online,Others,2,Others,98.0,0.0,37,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,Others,49.5,29.7,53,0
EPX,Travel Agency,Online,Others,17,Others,20.0,0.0,29,0
Others,Airlines,Online,Others,99,SINGAPORE,11.24,3.15,48,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,81,Others,118.8,71.28,31,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,88,Others,79.2,47.52,71,0
Others,Airlines,Online,Others,13,Others,45.0,15.75,39,0
Others,Airlines,Online,Others,9,Others,18.0,6.3,48,0
EPX,Travel Agency,Online,Others,12,SINGAPORE,10.0,0.0,36,0
EPX,Travel Agency,Online,Others,48,SINGAPORE,48.0,0.0,36,0
EPX,Travel Agency,Online,Others,252,Others,10.0,0.0,48,0
EPX,Travel Agency,Online,Others,16,SINGAPORE,10.0,0.0,27,0
EPX,Travel Agency,Online,Others,11,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,221,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,7,Others,20.0,0.0,37,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,97,Others,68.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,22,Others,79.2,47.52,29,0
C2B,Airlines,Online,Others,10,SINGAPORE,49.0,12.25,35,0
EPX,Travel Agency,Online,Others,19,Others,16.0,0.0,36,0
EPX,Travel Agency,Online,Others,53,Others,21.0,0.0,36,0
Others,Airlines,Online,Others,25,Others,45.0,15.75,34,0
C2B,Airlines,Online,Bronze Plan,15,SINGAPORE,18.0,4.5,64,0
EPX,Travel Agency,Online,Others,10,Others,24.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,30,SINGAPORE,80.5,20.13,27,0
EPX,Travel Agency,Online,Others,82,Others,10.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,98,Others,99.0,59.4,43,0
Others,Airlines,Online,Others,20,Others,22.0,7.7,63,0
EPX,Travel Agency,Online,Others,118,SINGAPORE,28.0,0.0,36,0
EPX,Travel Agency,Online,Others,43,Others,22.0,0.0,35,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,8,Others,20.0,0.0,35,0
Others,Travel Agency,Online,Others,59,Others,58.0,22.04,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,21,Others,22.0,0.0,36,0
Others,Airlines,Online,Others,25,Others,45.0,15.75,21,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,46,Others,128.7,77.22,31,0
EPX,Travel Agency,Online,Others,135,Others,0.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,Others,49.5,29.7,36,0
Others,Airlines,Online,Others,10,Others,23.0,9.2,44,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19,Others,79.2,47.52,31,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,25,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,11,Others,36.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,18,Others,20.0,0.0,36,0
Others,Airlines,Online,Others,5,Others,18.0,6.3,50,0
Others,Travel Agency,Online,Others,39,Others,28.0,10.64,48,0
C2B,Airlines,Online,Silver Plan,27,SINGAPORE,57.0,14.25,30,0
EPX,Travel Agency,Online,Others,36,Others,10.0,0.0,46,0
EPX,Travel Agency,Online,Others,38,Others,22.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,15,SINGAPORE,23.5,5.88,69,0
Others,Travel Agency,Online,Others,14,Others,86.0,32.68,21,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,21,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,130,Others,25.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,15,Others,20.0,0.0,36,0
Others,Airlines,Online,Others,10,Others,39.0,15.6,118,0
EPX,Travel Agency,Online,Others,6,Others,23.0,0.0,36,0
EPX,Travel Agency,Online,Others,56,Others,19.0,0.0,27,0
Others,Airlines,Online,Others,8,Others,18.0,6.3,26,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,6,Others,20.0,0.0,36,0
Others,Airlines,Online,Others,38,Others,22.0,7.7,52,0
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,216.0,54.0,23,0
EPX,Travel Agency,Online,Others,9,Others,39.0,0.0,35,0
EPX,Travel Agency,Online,Others,98,Others,24.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,2,Others,37.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,27,Others,29.7,17.82,32,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,52,SINGAPORE,20.0,0.0,49,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,3,Others,35.0,0.0,36,0
EPX,Travel Agency,Online,Others,6,Others,16.0,0.0,36,0
EPX,Travel Agency,Online,Others,3,Others,10.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,30,Others,37.0,0.0,29,0
EPX,Travel Agency,Online,Others,6,Others,20.0,0.0,30,0
Others,Airlines,Online,Others,48,Others,30.0,10.5,62,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,119,Others,46.0,0.0,36,0
EPX,Travel Agency,Online,Others,5,Others,58.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,112,Others,46.0,0.0,36,0
EPX,Travel Agency,Online,Others,6,Others,20.0,0.0,31,0
Others,Airlines,Online,Others,8,Others,18.0,6.3,38,0
EPX,Travel Agency,Online,Others,39,SINGAPORE,10.0,0.0,37,0
C2B,Airlines,Online,Bronze Plan,153,SINGAPORE,33.5,8.38,59,0
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,432.0,108.0,25,0
EPX,Travel Agency,Online,Others,2,SINGAPORE,14.0,0.0,36,0
Others,Airlines,Online,Others,11,Others,69.0,24.15,43,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,74,Others,49.5,29.7,26,1
C2B,Airlines,Online,Silver Plan,19,SINGAPORE,15.0,3.75,28,0
Others,Airlines,Online,Others,10,Others,35.0,12.25,22,0
EPX,Travel Agency,Online,Others,4,Others,10.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,32,Others,49.5,29.7,36,0
Others,Travel Agency,Offline,Others,4,Others,30.0,10.5,69,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,34,Others,148.5,89.1,46,0
EPX,Travel Agency,Online,Others,6,Others,28.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,7,Others,33.0,0.0,36,0
EPX,Travel Agency,Online,Others,6,Others,10.0,0.0,42,0
EPX,Travel Agency,Online,Others,36,Others,12.0,0.0,36,0
Others,Airlines,Online,Others,13,Others,22.0,7.7,40,0
EPX,Travel Agency,Online,Others,15,Others,11.0,0.0,28,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,24,Others,49.5,29.7,40,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,275,Others,79.2,47.52,51,0
EPX,Travel Agency,Online,Others,7,Others,29.0,0.0,66,0
C2B,Airlines,Online,Bronze Plan,43,SINGAPORE,67.8,16.95,54,0
EPX,Travel Agency,Online,Others,26,Others,18.0,0.0,34,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,26,Others,20.0,0.0,36,0
Others,Airlines,Online,Others,11,Others,22.0,7.7,43,0
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,47.0,11.75,31,0
EPX,Travel Agency,Online,Others,12,Others,11.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,Others,29.7,17.82,23,0
EPX,Travel Agency,Online,Others,14,Others,95.0,0.0,21,0
Others,Travel Agency,Online,Others,437,Others,287.25,186.71,31,0
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,13.5,3.38,22,0
