Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
JZI,1,0,Others,9,CHINA,26.0,9.1,47,1
EPX,0,0,Cancellation Plan,49,Others,46.0,0.0,43,0
C2B,1,0,Others,24,SINGAPORE,146.25,36.56,34,0
EPX,0,0,Cancellation Plan,24,Others,80.0,0.0,48,0
EPX,0,0,Cancellation Plan,13,Others,13.0,0.0,28,0
JZI,1,0,Others,14,THAILAND,18.0,6.3,53,0
Others,1,0,Others,4,Others,15.0,6.0,28,0
EPX,0,0,Cancellation Plan,76,Others,25.0,0.0,62,0
EPX,0,0,Cancellation Plan,22,THAILAND,18.0,0.0,36,0
EPX,0,0,Others,10,THAILAND,20.0,0.0,36,0
EPX,0,0,Others,28,Others,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,5,Others,54.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,9,Others,69.3,41.58,23,0
C2B,1,0,Others,52,SINGAPORE,30.55,7.64,55,0
CWT,0,0,Rental Vehicle Excess Insurance,13,MALAYSIA,49.5,29.7,28,0
JZI,1,0,Others,48,Others,26.0,9.1,32,0
CWT,0,0,Rental Vehicle Excess Insurance,7,MALAYSIA,39.6,23.76,34,0
EPX,0,0,Cancellation Plan,81,Others,34.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,58,Others,104.0,0.0,54,0
JZI,1,0,Others,11,THAILAND,22.0,7.7,40,0
CWT,0,0,Rental Vehicle Excess Insurance,28,MALAYSIA,29.7,17.82,31,0
JZI,1,0,Others,19,CHINA,26.0,9.1,38,0
EPX,0,0,Cancellation Plan,25,Others,12.0,0.0,26,0
EPX,0,0,Cancellation Plan,50,Others,10.0,0.0,36,0
C2B,1,0,Others,2,SINGAPORE,37.0,9.25,69,0
EPX,0,0,Cancellation Plan,5,Others,10.0,0.0,46,0
EPX,0,0,2 way Comprehensive Plan,22,CHINA,26.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,47,Others,89.1,53.46,46,0
C2B,1,0,Others,4,SINGAPORE,18.0,4.5,40,0
EPX,0,0,Cancellation Plan,95,Others,17.0,0.0,36,0
EPX,0,0,Cancellation Plan,64,MALAYSIA,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,22,Others,75.0,0.0,36,0
JZI,1,0,Others,49,Others,22.0,7.7,46,0
C2B,1,0,Others,21,SINGAPORE,52.65,13.16,27,0
EPX,0,0,2 way Comprehensive Plan,8,MALAYSIA,22.0,0.0,29,0
EPX,0,0,2 way Comprehensive Plan,10,Others,27.0,0.0,36,0
JZI,1,0,Others,57,Others,37.0,12.95,45,0
EPX,0,0,2 way Comprehensive Plan,89,CHINA,40.0,0.0,36,0
JZI,1,0,Others,17,CHINA,35.0,12.25,46,0
Others,1,0,Others,4,Others,15.0,6.0,30,0
Others,1,0,Others,11,SINGAPORE,1.13,0.32,48,0
EPX,0,0,Others,73,SINGAPORE,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,35,THAILAND,10.0,0.0,45,0
Others,0,1,Others,77,THAILAND,29.0,9.57,67,0
EPX,0,0,Cancellation Plan,32,THAILAND,47.0,0.0,36,0
EPX,0,0,Cancellation Plan,31,Others,34.0,0.0,36,0
EPX,0,0,Cancellation Plan,98,SINGAPORE,32.0,0.0,21,0
EPX,0,0,Cancellation Plan,7,Others,17.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,79,Others,19.8,11.88,31,0
EPX,0,0,Cancellation Plan,15,THAILAND,10.0,0.0,55,0
JZI,1,0,Others,7,Others,22.0,7.7,29,0
CWT,0,0,Rental Vehicle Excess Insurance,8,Others,59.4,35.64,43,0
EPX,0,0,2 way Comprehensive Plan,25,Others,42.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,11,CHINA,79.0,0.0,36,0
JZI,1,0,Others,43,MALAYSIA,22.0,7.7,52,0
EPX,0,0,Others,31,Others,20.0,0.0,56,0
EPX,0,0,2 way Comprehensive Plan,7,Others,36.0,0.0,36,0
EPX,0,0,Cancellation Plan,55,Others,80.0,0.0,36,0
EPX,0,0,Cancellation Plan,17,MALAYSIA,10.0,0.0,22,0
EPX,0,0,2 way Comprehensive Plan,68,Others,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,20,Others,20.0,0.0,36,0
Others,0,1,Others,72,MALAYSIA,30.0,10.5,28,0
CWT,0,0,Rental Vehicle Excess Insurance,6,MALAYSIA,39.6,23.76,31,0
EPX,0,0,Cancellation Plan,39,MALAYSIA,10.0,0.0,49,0
EPX,0,0,2 way Comprehensive Plan,5,Others,26.0,0.0,56,0
Others,1,0,Others,2,SINGAPORE,7.6,2.66,48,0
EPX,0,0,Others,2,Others,20.0,0.0,36,0
C2B,1,0,Others,14,SINGAPORE,29.5,7.38,48,0
CWT,0,0,Rental Vehicle Excess Insurance,86,Others,0.0,11.88,31,0
CWT,0,0,Rental Vehicle Excess Insurance,9,Others,79.2,47.52,53,0
EPX,0,0,Cancellation Plan,9,Others,13.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,34,Others,49.5,29.7,40,0
EPX,0,0,2 way Comprehensive Plan,33,Others,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,17,CHINA,25.0,0.0,36,0
EPX,0,0,Cancellation Plan,11,MALAYSIA,10.0,0.0,25,0
EPX,0,0,Others,11,CHINA,20.0,0.0,35,0
EPX,0,0,Cancellation Plan,79,THAILAND,25.0,0.0,36,0
EPX,0,0,Cancellation Plan,3,MALAYSIA,10.0,0.0,28,0
EPX,0,0,Cancellation Plan,18,CHINA,20.0,0.0,36,0
C2B,1,0,Others,51,SINGAPORE,22.2,5.55,30,0
C2B,1,0,Others,5,SINGAPORE,22.5,5.63,27,0
CWT,0,0,Rental Vehicle Excess Insurance,44,Others,158.4,95.04,31,0
EPX,0,0,Cancellation Plan,16,Others,18.0,0.0,36,0
EPX,0,0,Cancellation Plan,16,Others,19.0,0.0,36,0
C2B,1,0,Others,42,SINGAPORE,40.2,10.05,86,0
C2B,1,0,Others,9,SINGAPORE,27.0,6.75,31,0
EPX,0,0,2 way Comprehensive Plan,34,MALAYSIA,24.0,0.0,35,0
EPX,0,0,Others,8,SINGAPORE,20.0,0.0,45,0
Others,0,0,Others,5,Others,38.0,14.44,48,0
EPX,0,0,Cancellation Plan,35,THAILAND,10.0,0.0,31,0
CWT,0,0,Rental Vehicle Excess Insurance,31,THAILAND,29.7,17.82,44,0
EPX,0,0,Cancellation Plan,13,Others,53.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,10,SINGAPORE,25.0,0.0,36,0
JZI,1,0,Others,3,MALAYSIA,18.0,6.3,43,0
EPX,0,0,2 way Comprehensive Plan,24,Others,62.0,0.0,36,0
C2B,1,0,Others,41,SINGAPORE,47.0,11.75,28,0
EPX,0,0,2 way Comprehensive Plan,59,Others,29.0,0.0,36,0
C2B,1,0,Others,30,SINGAPORE,54.5,13.63,53,1
EPX,0,0,Cancellation Plan,47,Others,80.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,32,THAILAND,29.0,0.0,28,0
EPX,0,0,Cancellation Plan,37,MALAYSIA,37.0,0.0,36,0
EPX,0,0,Cancellation Plan,41,Others,29.0,0.0,36,0
JZI,1,0,Others,14,THAILAND,22.0,7.7,48,0
EPX,0,0,Cancellation Plan,13,Others,80.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,41,Others,20.0,0.0,28,0
EPX,0,0,2 way Comprehensive Plan,55,Others,20.0,0.0,36,0
C2B,1,0,Others,24,SINGAPORE,26.5,6.63,55,1
EPX,0,0,2 way Comprehensive Plan,20,Others,29.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,36,Others,88.0,0.0,39,0
EPX,0,0,Cancellation Plan,26,Others,11.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,13,Others,55.0,0.0,36,0
C2B,1,0,Others,18,SINGAPORE,29.5,7.38,28,0
EPX,0,0,Cancellation Plan,10,CHINA,22.0,0.0,38,0
EPX,0,0,Others,49,Others,71.0,0.0,43,0
EPX,0,0,Cancellation Plan,48,THAILAND,16.0,0.0,36,0
JZI,1,0,Others,20,THAILAND,22.0,7.7,55,0
EPX,0,0,2 way Comprehensive Plan,26,Others,112.0,0.0,33,0
JZI,1,0,Others,18,THAILAND,22.0,7.7,36,0
EPX,0,0,2 way Comprehensive Plan,33,Others,26.0,0.0,36,0
Others,0,0,Others,19,Others,95.0,36.1,48,0
C2B,1,0,Others,9,SINGAPORE,20.0,5.0,28,0
C2B,1,0,Others,29,SINGAPORE,0.0,7.95,39,0
EPX,0,0,Cancellation Plan,15,CHINA,56.0,0.0,35,0
C2B,1,0,Others,11,SINGAPORE,26.5,6.63,28,1
EPX,0,0,Cancellation Plan,29,Others,10.0,0.0,22,0
JZI,1,0,Others,4,THAILAND,22.0,7.7,45,0
CWT,0,0,Rental Vehicle Excess Insurance,33,Others,59.4,35.64,46,0
EPX,0,0,Cancellation Plan,4,SINGAPORE,13.0,0.0,36,0
C2B,1,0,Others,5,SINGAPORE,28.5,7.13,58,0
JZI,1,0,Others,42,Others,40.0,14.0,37,0
EPX,0,0,Cancellation Plan,100,THAILAND,26.0,0.0,36,0
C2B,1,0,Others,7,SINGAPORE,15.0,3.75,67,0
Others,1,0,Others,5,Others,15.0,6.0,56,0
CWT,0,0,Rental Vehicle Excess Insurance,16,MALAYSIA,49.5,29.7,31,0
CWT,0,0,Rental Vehicle Excess Insurance,16,Others,59.4,35.64,56,0
EPX,0,0,Cancellation Plan,53,Others,74.0,0.0,36,0
JZI,1,0,Others,5,MALAYSIA,18.0,6.3,53,0
C2B,1,0,Others,3,SINGAPORE,19.5,4.88,27,0
CWT,0,0,Rental Vehicle Excess Insurance,83,THAILAND,79.2,47.52,22,0
EPX,0,0,2 way Comprehensive Plan,10,Others,24.0,0.0,36,0
Others,1,0,Others,1,SINGAPORE,1.61,0.45,48,0
CWT,0,0,Rental Vehicle Excess Insurance,26,Others,59.4,35.64,29,0
C2B,1,0,Others,12,SINGAPORE,30.55,7.64,51,0
EPX,0,0,2 way Comprehensive Plan,16,Others,61.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,11,MALAYSIA,49.5,29.7,54,0
EPX,0,0,2 way Comprehensive Plan,12,Others,28.0,0.0,36,0
EPX,0,0,Others,11,CHINA,21.0,0.0,36,0
EPX,0,0,Cancellation Plan,2,Others,12.0,0.0,36,0
EPX,0,0,Cancellation Plan,13,SINGAPORE,10.0,0.0,42,0
EPX,0,0,2 way Comprehensive Plan,26,SINGAPORE,20.0,0.0,36,0
JZI,1,0,Others,55,Others,87.0,30.45,43,0
EPX,0,0,Cancellation Plan,12,Others,28.0,0.0,35,0
EPX,0,0,Cancellation Plan,6,CHINA,27.0,0.0,36,0
EPX,0,0,Cancellation Plan,38,SINGAPORE,10.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,43,Others,0.0,29.7,31,0
EPX,0,0,2 way Comprehensive Plan,11,Others,112.0,0.0,36,0
C2B,1,0,Others,1,SINGAPORE,35.0,8.75,35,0
EPX,0,0,2 way Comprehensive Plan,15,MALAYSIA,21.0,0.0,36,0
C2B,1,0,Others,31,SINGAPORE,77.0,19.25,40,0
JZI,1,0,Others,10,CHINA,26.0,9.1,30,0
EPX,0,0,2 way Comprehensive Plan,8,MALAYSIA,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,17,THAILAND,64.0,0.0,44,0
EPX,0,0,2 way Comprehensive Plan,51,THAILAND,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,5,Others,10.0,0.0,32,0
C2B,1,0,Others,6,SINGAPORE,22.1,5.53,32,0
EPX,0,0,2 way Comprehensive Plan,16,Others,48.0,0.0,36,0
C2B,1,0,Others,27,SINGAPORE,27.0,6.75,29,0
EPX,0,0,2 way Comprehensive Plan,6,Others,27.0,0.0,22,0
EPX,0,0,Cancellation Plan,21,Others,38.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,25,THAILAND,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,31,Others,41.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,28,THAILAND,39.6,23.76,31,0
EPX,0,0,2 way Comprehensive Plan,13,MALAYSIA,44.0,0.0,36,0
EPX,0,0,Others,10,SINGAPORE,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,23,Others,20.0,0.0,36,0
JZI,1,0,Others,6,CHINA,26.0,9.1,47,0
C2B,1,0,Others,6,SINGAPORE,15.0,3.75,47,0
EPX,0,0,2 way Comprehensive Plan,45,THAILAND,24.0,0.0,43,0
EPX,0,0,Cancellation Plan,47,Others,38.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,6,THAILAND,20.0,0.0,30,0
EPX,0,0,Cancellation Plan,20,Others,63.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,83,Others,0.0,59.4,57,0
C2B,1,0,Others,31,SINGAPORE,47.5,11.88,39,0
EPX,0,0,Cancellation Plan,53,Others,80.0,0.0,36,0
EPX,0,0,Cancellation Plan,11,Others,10.0,0.0,29,0
EPX,0,0,Cancellation Plan,40,SINGAPORE,16.0,0.0,45,0
EPX,0,0,2 way Comprehensive Plan,9,Others,48.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,3,MALAYSIA,22.0,0.0,50,0
JZI,1,0,Others,29,Others,33.0,11.55,50,0
EPX,0,0,2 way Comprehensive Plan,29,Others,74.0,0.0,35,0
C2B,1,0,Others,5,SINGAPORE,13.5,3.38,32,0
EPX,0,0,Cancellation Plan,26,SINGAPORE,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,53,Others,28.0,0.0,36,0
Others,1,0,Others,37,SINGAPORE,1.35,0.38,48,0
EPX,0,0,2 way Comprehensive Plan,23,Others,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,22,MALAYSIA,10.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,22,THAILAND,39.0,0.0,36,0
C2B,1,0,Others,15,SINGAPORE,54.5,13.63,50,0
CWT,0,0,Rental Vehicle Excess Insurance,20,MALAYSIA,19.8,11.88,39,0
CWT,0,0,Rental Vehicle Excess Insurance,6,Others,69.3,41.58,31,0
JZI,1,0,Others,5,THAILAND,22.0,7.7,53,0
CWT,0,0,Rental Vehicle Excess Insurance,33,MALAYSIA,39.6,23.76,40,0
EPX,0,0,2 way Comprehensive Plan,79,Others,51.0,0.0,36,0
EPX,0,0,Cancellation Plan,1,CHINA,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,47,Others,59.0,0.0,36,0
JZI,1,0,Others,27,CHINA,26.0,9.1,53,0
EPX,0,0,2 way Comprehensive Plan,8,Others,36.0,0.0,36,0
Others,1,0,Others,50,Others,15.0,6.0,62,0
EPX,0,0,Cancellation Plan,19,CHINA,34.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,13,Others,45.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,34,CHINA,35.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,19,Others,93.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,34,Others,93.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,7,Others,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,51,MALAYSIA,18.0,0.0,36,0
C2B,1,0,Others,16,SINGAPORE,13.5,3.38,51,0
CWT,0,0,Rental Vehicle Excess Insurance,7,Others,29.7,17.82,64,0
Others,1,0,Others,5,SINGAPORE,1.99,0.56,48,0
EPX,0,0,Cancellation Plan,1,Others,16.0,0.0,36,0
JZI,1,0,Others,4,Others,45.0,15.75,33,0
EPX,0,0,Cancellation Plan,36,Others,14.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,8,Others,59.4,35.64,46,0
EPX,0,0,2 way Comprehensive Plan,27,Others,22.0,0.0,36,0
C2B,1,0,Others,9,SINGAPORE,20.0,5.0,24,0
C2B,1,0,Others,21,SINGAPORE,81.5,20.38,32,0
EPX,0,0,2 way Comprehensive Plan,96,THAILAND,20.0,0.0,36,0
EPX,0,0,Others,55,SINGAPORE,20.0,0.0,29,0
EPX,0,0,2 way Comprehensive Plan,29,SINGAPORE,20.0,0.0,36,0
C2B,1,0,Others,19,SINGAPORE,63.5,15.88,30,0
EPX,0,0,2 way Comprehensive Plan,37,Others,38.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,66,Others,43.0,0.0,36,0
JZI,1,0,Others,43,Others,22.0,7.7,57,0
C2B,1,0,Others,42,SINGAPORE,80.6,20.15,31,0
EPX,0,0,Cancellation Plan,11,Others,80.0,0.0,62,0
Others,0,0,Others,12,Others,72.0,27.36,48,0
Others,1,0,Others,42,SINGAPORE,7.84,2.2,48,0
EPX,0,0,Others,47,SINGAPORE,20.0,0.0,20,0
CWT,0,0,Rental Vehicle Excess Insurance,69,Others,158.4,95.04,58,0
C2B,1,0,Others,14,SINGAPORE,27.0,6.75,25,0
EPX,0,0,Cancellation Plan,18,CHINA,51.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,78,Others,192.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,71,Others,77.0,0.0,36,0
EPX,0,0,Cancellation Plan,85,Others,60.0,0.0,36,0
Others,1,0,Others,5,Others,15.0,6.0,28,0
EPX,0,0,2 way Comprehensive Plan,26,CHINA,38.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,15,THAILAND,19.8,11.88,35,0
C2B,1,0,Others,55,SINGAPORE,144.0,36.0,19,0
EPX,0,0,2 way Comprehensive Plan,59,Others,94.0,0.0,36,0
EPX,0,0,Cancellation Plan,56,Others,13.0,0.0,30,0
EPX,0,0,Cancellation Plan,31,Others,13.0,0.0,26,0
EPX,0,0,Others,45,Others,24.0,0.0,41,0
EPX,0,0,Others,19,CHINA,20.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,23,Others,79.2,47.52,43,0
C2B,1,0,Others,13,SINGAPORE,23.0,5.75,28,0
EPX,0,0,Cancellation Plan,92,Others,50.0,0.0,36,0
C2B,1,0,Others,6,SINGAPORE,21.0,5.25,26,0
EPX,0,0,2 way Comprehensive Plan,46,Others,45.0,0.0,69,0
EPX,0,0,2 way Comprehensive Plan,20,THAILAND,20.0,0.0,36,0
JZI,1,0,Others,68,Others,26.0,9.1,58,0
Others,1,0,Others,19,Others,0.0,6.0,58,0
C2B,1,0,Others,19,SINGAPORE,69.5,17.38,25,0
EPX,0,0,Cancellation Plan,60,SINGAPORE,14.0,0.0,35,0
EPX,0,0,Cancellation Plan,7,Others,10.0,0.0,36,0
Others,1,0,Others,0,SINGAPORE,2.44,0.68,48,0
EPX,0,0,2 way Comprehensive Plan,38,Others,27.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,41,THAILAND,69.3,41.58,26,0
CWT,0,0,Rental Vehicle Excess Insurance,22,MALAYSIA,59.4,35.64,39,0
EPX,0,0,Cancellation Plan,12,CHINA,19.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,8,Others,25.0,0.0,36,0
C2B,1,0,Others,52,SINGAPORE,132.5,33.13,39,0
EPX,0,0,Cancellation Plan,13,Others,10.0,0.0,36,0
JZI,1,0,Others,43,CHINA,26.0,9.1,50,0
EPX,0,0,Cancellation Plan,6,THAILAND,13.0,0.0,36,0
C2B,1,0,Others,13,SINGAPORE,48.5,12.13,29,0
JZI,1,0,Others,65,Others,33.0,11.55,29,0
EPX,0,0,Others,5,THAILAND,20.0,0.0,52,0
EPX,0,0,Cancellation Plan,5,Others,29.0,0.0,36,0
JZI,1,0,Others,37,THAILAND,22.0,7.7,58,0
C2B,1,0,Others,5,SINGAPORE,18.5,4.63,29,0
EPX,0,0,Cancellation Plan,5,Others,80.0,0.0,36,0
EPX,0,0,Cancellation Plan,10,THAILAND,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,62,Others,65.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,69,Others,99.0,59.4,31,0
EPX,0,0,2 way Comprehensive Plan,16,MALAYSIA,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,26,Others,23.0,0.0,36,0
Others,0,0,Others,24,Others,58.0,22.04,48,0
Others,1,0,Others,50,Others,30.95,10.83,48,0
CWT,0,0,Rental Vehicle Excess Insurance,14,THAILAND,49.5,29.7,31,0
CWT,0,0,Rental Vehicle Excess Insurance,79,Others,19.8,11.88,37,0
Others,0,1,Others,13,MALAYSIA,29.0,9.57,70,0
EPX,0,0,Cancellation Plan,12,Others,10.0,0.0,75,0
EPX,0,0,Cancellation Plan,5,MALAYSIA,17.0,0.0,28,0
EPX,0,0,Cancellation Plan,69,THAILAND,11.0,0.0,48,0
EPX,0,0,2 way Comprehensive Plan,24,MALAYSIA,20.0,0.0,36,0
Others,0,1,Others,64,THAILAND,30.0,10.5,72,0
EPX,0,0,Others,5,SINGAPORE,37.0,0.0,36,0
C2B,1,0,Others,12,SINGAPORE,13.5,3.38,33,0
JZI,1,0,Others,2,Others,18.0,6.3,48,0
EPX,0,0,2 way Comprehensive Plan,44,Others,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,60,Others,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,32,Others,20.0,0.0,43,0
EPX,0,0,Cancellation Plan,3,THAILAND,10.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,17,Others,9.9,5.94,41,0
CWT,0,0,Rental Vehicle Excess Insurance,8,Others,0.0,35.64,37,0
EPX,0,0,Cancellation Plan,6,SINGAPORE,10.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,49,Others,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,25,Others,51.0,0.0,36,0
Others,0,1,Others,10,MALAYSIA,30.0,10.5,69,0
CWT,0,0,Rental Vehicle Excess Insurance,29,MALAYSIA,29.7,17.82,31,0
EPX,0,0,2 way Comprehensive Plan,40,Others,20.0,0.0,36,0
C2B,1,0,Others,64,SINGAPORE,29.5,7.38,49,0
C2B,1,0,Others,21,SINGAPORE,71.0,17.75,33,0
EPX,0,0,2 way Comprehensive Plan,5,Others,28.0,0.0,36,0
EPX,0,0,Cancellation Plan,10,SINGAPORE,30.0,0.0,36,0
EPX,0,0,Cancellation Plan,2,Others,26.0,0.0,36,0
EPX,0,0,Cancellation Plan,11,Others,19.0,0.0,36,0
C2B,1,0,Others,7,SINGAPORE,13.5,3.38,31,0
EPX,0,0,2 way Comprehensive Plan,17,THAILAND,20.0,0.0,38,0
EPX,0,0,2 way Comprehensive Plan,43,Others,112.0,0.0,36,0
EPX,0,0,Cancellation Plan,48,Others,10.0,0.0,35,0
CWT,0,0,Rental Vehicle Excess Insurance,61,Others,19.8,11.88,29,0
JZI,1,0,Others,47,Others,26.0,9.1,64,0
C2B,1,0,Others,10,SINGAPORE,23.5,5.88,53,0
EPX,0,0,Cancellation Plan,21,Others,10.0,0.0,36,0
C2B,1,0,Others,19,SINGAPORE,39.0,9.75,33,0
CWT,0,0,Rental Vehicle Excess Insurance,29,Others,29.7,17.82,46,0
EPX,0,0,Cancellation Plan,13,Others,0.0,0.0,36,0
EPX,0,0,Cancellation Plan,43,Others,66.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,14,Others,29.7,17.82,46,0
EPX,0,0,2 way Comprehensive Plan,10,Others,50.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,4,THAILAND,19.8,11.88,49,0
EPX,0,0,Cancellation Plan,38,MALAYSIA,17.0,0.0,36,0
EPX,0,0,Others,25,Others,20.0,0.0,66,0
EPX,0,0,2 way Comprehensive Plan,9,THAILAND,32.0,0.0,27,0
EPX,0,0,Cancellation Plan,25,MALAYSIA,10.0,0.0,29,0
EPX,0,0,2 way Comprehensive Plan,15,Others,51.0,0.0,36,0
C2B,1,0,Others,5,SINGAPORE,22.5,5.63,27,0
EPX,0,0,2 way Comprehensive Plan,34,Others,112.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,32,Others,277.2,166.32,44,0
C2B,1,0,Others,11,SINGAPORE,53.0,13.25,43,0
C2B,1,0,Others,21,SINGAPORE,59.15,14.79,32,0
C2B,1,0,Others,4,SINGAPORE,24.05,6.01,39,0
Others,0,1,Others,33,THAILAND,30.0,10.5,75,0
EPX,0,0,Others,17,CHINA,24.0,0.0,36,0
JZI,1,0,Others,39,THAILAND,18.0,6.3,41,0
EPX,0,0,2 way Comprehensive Plan,68,Others,28.0,0.0,36,0
EPX,0,0,Cancellation Plan,62,Others,39.0,0.0,36,0
C2B,1,0,Others,5,SINGAPORE,18.0,4.5,38,0
EPX,0,0,Cancellation Plan,2,Others,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,51,Others,29.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,9,Others,59.4,35.64,42,0
EPX,0,0,2 way Comprehensive Plan,8,MALAYSIA,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,11,THAILAND,21.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,12,SINGAPORE,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,18,Others,36.0,0.0,36,1
C2B,1,0,Others,34,SINGAPORE,21.0,5.25,52,0
EPX,0,0,Cancellation Plan,22,Others,38.0,0.0,36,0
EPX,0,0,Cancellation Plan,48,SINGAPORE,29.0,0.0,36,0
EPX,0,0,Cancellation Plan,10,THAILAND,29.0,0.0,28,0
EPX,0,0,2 way Comprehensive Plan,33,Others,21.0,0.0,26,0
EPX,0,0,Cancellation Plan,34,THAILAND,10.0,0.0,32,0
Others,0,0,Others,10,Others,28.0,10.64,48,0
C2B,1,0,Others,3,SINGAPORE,17.55,4.39,26,0
EPX,0,0,2 way Comprehensive Plan,95,THAILAND,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,8,Others,42.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,27,Others,49.5,29.7,30,0
EPX,0,0,Others,3,SINGAPORE,24.0,0.0,36,0
EPX,0,0,Cancellation Plan,3,MALAYSIA,10.0,0.0,61,0
EPX,0,0,2 way Comprehensive Plan,13,THAILAND,31.0,0.0,57,0
EPX,0,0,Cancellation Plan,23,THAILAND,11.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,10,Others,24.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,42,THAILAND,29.7,17.82,34,0
C2B,1,0,Others,32,SINGAPORE,68.5,17.13,51,0
JZI,1,0,Others,5,Others,18.0,6.3,37,0
C2B,1,0,Others,63,SINGAPORE,50.25,12.56,36,0
EPX,0,0,2 way Comprehensive Plan,9,THAILAND,20.0,0.0,39,0
Others,1,0,Others,12,SINGAPORE,2.76,0.77,48,0
EPX,0,0,Cancellation Plan,43,CHINA,62.0,0.0,36,0
JZI,1,0,Others,15,Others,22.0,7.7,38,0
CWT,0,0,Rental Vehicle Excess Insurance,17,Others,9.9,5.94,24,0
C2B,1,0,Others,35,SINGAPORE,39.0,9.75,38,0
EPX,0,0,2 way Comprehensive Plan,37,Others,32.0,0.0,36,0
JZI,1,0,Others,71,Others,22.0,7.7,51,0
EPX,0,0,Cancellation Plan,24,Others,10.0,0.0,42,0
EPX,0,0,Cancellation Plan,25,Others,59.0,0.0,36,0
EPX,0,0,Cancellation Plan,2,Others,15.0,0.0,36,0
EPX,0,0,Others,42,Others,22.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,62,Others,90.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,30,THAILAND,9.9,5.94,45,0
CWT,0,0,Rental Vehicle Excess Insurance,66,THAILAND,39.6,23.76,53,0
